timestamp,temperature,pressure,humidity,gas_resistance
2026-05-26 17:35:42,27.70,1019,41.10,16200
2026-05-26 17:35:42,27.70,1019,41.10,16300
2026-05-26 17:35:42,27.71,1019,41.09,16200
2026-05-26 17:35:43,27.71,1019,41.09,16200
2026-05-26 17:35:43,27.70,1019,41.08,16200
2026-05-26 17:35:43,27.70,1019,41.07,16200
2026-05-26 17:35:43,27.70,1019,41.08,16300
2026-05-26 17:35:43,27.70,1019,41.08,16300
2026-05-26 17:35:44,27.70,1019,41.08,16300
2026-05-26 17:35:44,27.70,1019,41.08,16300
2026-05-26 17:35:44,27.70,1019,41.08,16300
2026-05-26 17:35:44,27.69,1019,41.07,16200
2026-05-26 17:35:44,27.69,1019,41.06,16200
2026-05-26 17:35:45,27.70,1019,41.09,16200
2026-05-26 17:35:45,27.70,1019,41.09,16200
2026-05-26 17:35:45,27.70,1019,41.08,16300
2026-05-26 17:35:45,27.70,1019,41.09,16300
2026-05-26 17:35:46,27.70,1019,41.09,16300
2026-05-26 17:35:46,27.70,1019,41.08,16300
2026-05-26 17:35:46,27.68,1019,41.07,16300
2026-05-26 17:35:46,27.68,1019,41.08,16300
2026-05-26 17:35:46,27.68,1019,41.08,16300
2026-05-26 17:35:47,27.69,1019,41.07,16200
2026-05-26 17:35:47,27.69,1019,41.07,16200
2026-05-26 17:35:47,27.69,1019,41.07,16300
2026-05-26 17:35:47,27.69,1019,41.07,16300
2026-05-26 17:35:47,27.70,1019,41.08,16300
2026-05-26 17:35:48,27.70,1019,41.09,16300
2026-05-26 17:35:48,27.70,1019,41.09,16300
2026-05-26 17:35:48,27.70,1019,41.08,16300
2026-05-26 17:35:48,27.70,1019,41.09,16300
2026-05-26 17:35:49,27.70,1019,41.09,16300
2026-05-26 17:35:49,27.70,1019,41.09,16300
2026-05-26 17:35:49,27.71,1019,41.10,16300
2026-05-26 17:35:49,27.71,1019,41.09,16300
2026-05-26 17:35:49,27.71,1019,41.09,16300
2026-05-26 17:35:50,27.71,1019,41.09,16300
2026-05-26 17:35:50,27.71,1019,41.09,16200
2026-05-26 17:35:50,27.72,1019,41.09,16300
2026-05-26 17:35:50,27.72,1019,41.09,16300
2026-05-26 17:35:50,27.72,1019,41.11,16200
2026-05-26 17:35:51,27.72,1019,41.11,16300
2026-05-26 17:35:51,27.73,1019,41.10,16300
2026-05-26 17:35:51,27.73,1019,41.10,16300
2026-05-26 17:35:51,27.73,1019,41.13,16200
2026-05-26 17:35:52,27.74,1019,41.12,16200
2026-05-26 17:35:52,27.74,1019,41.14,16300
2026-05-26 17:35:52,27.74,1019,41.14,16300
2026-05-26 17:35:52,27.74,1019,41.14,16300
2026-05-26 17:35:52,27.74,1019,41.11,16300
2026-05-26 17:35:53,27.74,1019,41.11,16300
2026-05-26 17:35:53,27.74,1019,41.15,16200
2026-05-26 17:35:53,27.75,1019,41.14,16400
2026-05-26 17:35:53,27.75,1019,41.14,16300
2026-05-26 17:35:53,27.75,1019,41.14,16300
2026-05-26 17:35:54,27.76,1019,41.15,16200
2026-05-26 17:35:54,27.76,1019,41.14,16300
2026-05-26 17:35:54,27.76,1019,41.14,16300
2026-05-26 17:35:54,27.76,1019,41.14,16300
2026-05-26 17:35:54,27.76,1019,41.15,16300
2026-05-26 17:35:55,27.76,1019,41.14,16300
2026-05-26 17:35:55,27.76,1019,41.14,16300
2026-05-26 17:35:55,27.76,1019,41.15,16300
2026-05-26 17:35:55,27.76,1019,41.15,16300
2026-05-26 17:35:56,27.76,1019,41.15,16300
2026-05-26 17:35:56,27.76,1019,41.15,16300
2026-05-26 17:35:56,27.77,1019,41.16,16300
2026-05-26 17:35:56,27.77,1019,41.13,16300
2026-05-26 17:35:56,27.77,1019,41.13,16300
2026-05-26 17:35:57,27.77,1019,41.14,16300
2026-05-26 17:35:57,27.77,1019,41.13,16400
2026-05-26 17:35:57,27.77,1019,41.13,16300
2026-05-26 17:35:57,27.77,1019,41.13,16300
2026-05-26 17:35:57,27.78,1019,41.13,16300
2026-05-26 17:35:58,27.79,1019,41.14,16300
2026-05-26 17:35:58,27.78,1019,41.12,16300
2026-05-26 17:35:58,27.78,1019,41.12,16300
2026-05-26 17:35:58,27.77,1019,41.12,16300
2026-05-26 17:35:59,27.77,1019,41.12,16300
2026-05-26 17:35:59,27.77,1019,41.12,16300
2026-05-26 17:35:59,27.77,1019,41.11,16300
2026-05-26 17:35:59,27.78,1019,41.13,16300
2026-05-26 17:35:59,27.77,1019,41.11,16300
2026-05-26 17:36:00,27.77,1019,41.11,16300
2026-05-26 17:36:00,27.77,1019,41.11,16300
2026-05-26 17:36:00,27.78,1019,41.11,16400
2026-05-26 17:36:00,27.78,1019,41.11,16400
2026-05-26 17:36:00,27.77,1019,41.11,16400
2026-05-26 17:36:01,27.78,1019,41.12,16300
2026-05-26 17:36:01,27.78,1019,41.12,16300
2026-05-26 17:36:01,27.78,1019,41.12,16300
2026-05-26 17:36:01,27.78,1019,41.12,16400
2026-05-26 17:36:02,27.78,1019,41.12,16300
2026-05-26 17:36:02,27.79,1019,41.12,16300
2026-05-26 17:36:02,27.79,1019,41.12,16300
2026-05-26 17:36:02,27.78,1019,41.13,16300
2026-05-26 17:36:02,27.78,1019,41.13,16300
2026-05-26 17:36:03,27.78,1019,41.13,16300
2026-05-26 17:36:03,27.78,1019,41.12,16300
2026-05-26 17:36:03,27.78,1019,41.14,16300
2026-05-26 17:36:03,27.78,1019,41.12,16300
2026-05-26 17:36:03,27.78,1019,41.12,16300
2026-05-26 17:36:04,27.78,1019,41.13,16300
2026-05-26 17:36:04,27.79,1019,41.14,16300
2026-05-26 17:36:04,27.79,1019,41.12,16300
2026-05-26 17:36:04,27.79,1019,41.12,16300
2026-05-26 17:36:05,27.79,1019,41.15,16300
2026-05-26 17:36:05,27.80,1019,41.14,16300
2026-05-26 17:36:05,27.80,1019,41.14,16300
2026-05-26 17:36:05,27.81,1019,41.14,16300
2026-05-26 17:36:05,27.80,1019,41.15,16300
